run_id,retrieval_job_id,generation_job_id,method,retrieval_backend,retrieval_params,retrieval_run_path,qdrant_collection,reranker_enabled,generation_top_k,generation_retrieve_top_k,generation_run_name,judge_mode,generator_model,judge_model,hit@1,hit@3,hit@5,mrr@10,ndcg@10,gold_retention@10,graph_expansion_size,graph_expansion_latency_ms,retrieval_latency_p50_ms,retrieval_latency_p95_ms,answer_pass_rate,avg_faithfulness,avg_relevance,avg_completeness,avg_safety,citation_support_rate,unsupported_citation_rate,generation_latency_p50_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,best_by_hit1,best_by_judge_pass_rate,best_overall,best_overall_score,llm_judge_n50_num_examples,llm_judge_n50_pass_rate,llm_judge_n50_fail_rate,llm_judge_n50_avg_faithfulness,llm_judge_n50_avg_relevance,llm_judge_n50_avg_completeness,llm_judge_n50_avg_safety
e2e_practical_20260512,148dffed050f,bc51ed30c8af,hybrid_medcpt_trained,hybrid_medcpt,"{""alpha"": ""0.6"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_medcpt_trained/96f08c7f1676.trec,medical_rag_docs,true,5,20,hybrid_medcpt_trained_61d332ff06a8_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.49666666666666665,0.7,0.7566666666666667,0.6080343915343918,0.6596533043196391,,,,95.13570845592767,117.78954811161384,,,,,,0.65,0.15,5313.3903335547075,8284.953771042638,12519.940117339138,True,False,True,0.49666666666666665,50.0,0.64,0.36,3.86,4.8,3.7,4.94
e2e_practical_20260512,b2d5043a16de,cb2f25fce691,dense_qdrant,dense,{},artifacts/experiments/e2e_practical_20260512/runs/dense_qdrant/2d1a1e26c365.trec,medical_rag_docs,true,5,20,dense_qdrant_8026f7536bfe_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.4033333333333333,0.5733333333333334,0.6466666666666666,0.507769841269841,0.5552971146585973,,,,227.3745829006657,302.44406674755743,,,,,,0.6416666666666667,0.19833333333333333,5983.598020626232,8498.879374354146,12812.881040002687,False,False,False,0.4033333333333333,50.0,0.64,0.36,3.86,4.54,3.74,4.96
e2e_practical_20260512,13123b5f762c,3dd870222257,graph_qdrant,graph_bm25,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_qdrant/45961da1567c.trec,medical_rag_docs,true,5,20,graph_qdrant_eb939b866742_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.4033333333333333,0.5766666666666667,0.6466666666666666,0.5080476190476189,0.5555281927983526,,,,223.48493756726384,304.74484130973,,,,,,0.64,0.19666666666666666,5181.68400041759,7547.964291414246,12883.840047044221,False,False,False,0.4033333333333333,50.0,0.66,0.34,3.92,4.74,3.82,4.96
e2e_practical_20260512,6d452a62bad7,b4bcdde80fc1,hybrid_medcpt_trained,hybrid_medcpt,"{""alpha"": ""0.4"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_medcpt_trained/809b8bbfbc3a.trec,medical_rag_docs,true,5,20,hybrid_medcpt_trained_6a0f43c9408c_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.49666666666666665,0.7,0.7566666666666667,0.6080343915343918,0.6596533043196391,,,,94.13295798003674,122.19671008642763,,,,,,0.6533333333333333,0.14666666666666667,5924.7836250578985,8563.392062671483,12464.669070125092,True,False,True,0.49666666666666665,50.0,0.64,0.36,3.88,4.8,3.7,4.94
e2e_practical_20260512,c1a3082c32a3,8ec90b835425,hybrid_qdrant,hybrid,"{""alpha"": ""0.6"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_qdrant/2726743051a6.trec,medical_rag_docs,false,5,20,hybrid_qdrant_6c41cc2303a0_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.3566666666666667,0.58,0.6733333333333333,0.49037830687830647,0.5600500053583344,,,,263.0907919956371,359.8152041900903,,,,,,0.7783333333333333,0.04833333333333333,5874.435874982737,6156.196354422718,10497.43930407567,False,False,False,0.3566666666666667,50.0,0.72,0.28,4.18,4.96,4.1,4.96
e2e_practical_20260512,97e340820614,ae814d47f3c9,hybrid_qdrant,hybrid,"{""alpha"": ""0.4"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_qdrant/f73b18a33070.trec,medical_rag_docs,false,5,20,hybrid_qdrant_cdeefb6d16f8_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.3566666666666667,0.58,0.6733333333333333,0.49037830687830647,0.5600500053583344,,,,259.1844169655815,338.20214139996096,,,,,,0.785,0.04833333333333333,6185.193604556844,6494.692083564587,10355.538138363045,False,False,False,0.3566666666666667,50.0,0.7,0.3,4.14,4.96,4.06,4.96
e2e_practical_20260512,18f196ece5bd,e617559bcb83,graph_hybrid_qdrant,graph_hybrid,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_hybrid_qdrant/71f1e6c42a01.trec,medical_rag_docs,true,5,20,graph_hybrid_qdrant_29dba24853cd_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.36,0.5666666666666667,0.67,0.4905873015873014,0.5586533916687378,,,,262.03447906300426,339.1618311172351,,,,,,0.7188888888888889,0.10444444444444445,5641.9772079680115,8786.898791557178,13268.528951145714,False,False,False,0.36,50.0,0.66,0.34,3.94,4.88,3.88,4.96
e2e_practical_20260512,5d0eee43553d,efb4ea901499,rag_fusion_qdrant,rag_fusion_dense,"{""include_original"": ""True"", ""num_queries"": ""5"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_qdrant/eaf49e56dfc6.trec,medical_rag_docs,false,5,20,rag_fusion_qdrant_555d1daa83b4_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.2866666666666667,0.49666666666666665,0.57,0.4147460317460317,0.47977593896005594,,,,945.4696665052325,1323.1681460049003,,,,,,0.6961111111111111,0.15388888888888888,5779.042708571069,7040.237395442091,10667.548436881043,False,False,False,0.2866666666666667,50.0,0.86,0.14,4.64,4.9,4.28,4.96
e2e_practical_20260512,9e565e4f42d6,14f1f8317e7f,graph_bm25,graph_bm25,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_bm25/5ddced375878.trec,medical_rag_docs,false,5,20,graph_bm25_8958ada059b3_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.25333333333333335,0.47333333333333333,0.6066666666666667,0.39533465608465607,0.47167490675003054,,,,36.15820803679526,54.39042140496895,,,,,,0.8133333333333334,0.04,5580.120166647248,5619.494645507075,9268.557877244899,False,False,False,0.25333333333333335,50.0,0.72,0.28,4.28,4.72,3.92,5.0
e2e_practical_20260512,17899e7ef52c,98ba9e1cf238,medcpt_trained,medcpt,{},artifacts/experiments/e2e_practical_20260512/runs/medcpt_trained/3cdcef42a112.trec,medical_rag_docs,false,5,20,medcpt_trained_98e67905a9d4_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.43,0.6433333333333333,0.7266666666666667,0.552244708994709,0.6158960234819806,,,,58.8467710185796,89.67140900203967,,,,,,0.7333333333333333,0.09333333333333334,6033.948978991248,6168.678853893653,9544.30331666954,False,False,False,0.43,50.0,0.62,0.38,3.76,4.76,3.68,4.96
e2e_practical_20260512,758f9d927997,2c16bb59a302,rag_fusion_bm25,rag_fusion_bm25,"{""include_original"": ""True"", ""num_queries"": ""5"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_bm25/4545a4285c21.trec,medical_rag_docs,false,5,20,rag_fusion_bm25_955998117418_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.25,0.47,0.59,0.38841931216931214,0.46845229180757875,,,,103.87320793233812,178.84820039616898,,,,,,0.8105555555555556,0.03944444444444444,5499.77420840878,5784.521333524026,9202.04054178903,False,False,False,0.25,50.0,0.76,0.24,4.34,4.88,4.1,5.0
e2e_practical_20260512,17899e7ef52c,f8c8548110e7,medcpt_trained,medcpt,{},artifacts/experiments/e2e_practical_20260512/runs/medcpt_trained/3cdcef42a112.trec,medical_rag_docs,true,5,20,medcpt_trained_98e67905a9d4_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.43,0.6433333333333333,0.7266666666666667,0.552244708994709,0.6158960234819806,,,,58.8467710185796,89.67140900203967,,,,,,0.6166666666666667,0.19333333333333333,5179.691666504368,7299.865645938553,11124.262191075839,False,False,False,0.43,50.0,0.64,0.36,3.88,4.76,3.86,4.92
e2e_practical_20260512,9e565e4f42d6,23d39b3a41f3,graph_bm25,graph_bm25,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_bm25/5ddced375878.trec,medical_rag_docs,true,5,20,graph_bm25_8958ada059b3_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.25333333333333335,0.47333333333333333,0.6066666666666667,0.39533465608465607,0.47167490675003054,,,,36.15820803679526,54.39042140496895,,,,,,0.7516666666666667,0.075,6070.75333292596,8324.45583352819,12217.731601803098,False,False,False,0.25333333333333335,50.0,0.72,0.28,4.34,4.86,4.02,4.94
e2e_practical_20260512,13123b5f762c,0e75eb805b6b,graph_qdrant,graph_bm25,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_qdrant/45961da1567c.trec,medical_rag_docs,false,5,20,graph_qdrant_eb939b866742_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.4033333333333333,0.5766666666666667,0.6466666666666666,0.5080476190476189,0.5555281927983526,,,,223.48493756726384,304.74484130973,,,,,,0.6972222222222222,0.15611111111111112,5972.860937123187,6176.4009995386,9371.64108994184,False,False,False,0.4033333333333333,50.0,0.68,0.32,4.0,4.8,3.76,4.98
e2e_practical_20260512,6d452a62bad7,ace42601357a,hybrid_medcpt_trained,hybrid_medcpt,"{""alpha"": ""0.4"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_medcpt_trained/809b8bbfbc3a.trec,medical_rag_docs,false,5,20,hybrid_medcpt_trained_6a0f43c9408c_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.49666666666666665,0.7,0.7566666666666667,0.6080343915343918,0.6596533043196391,,,,94.13295798003674,122.19671008642763,,,,,,0.7644444444444445,0.05555555555555555,6164.468687959015,6408.041229238734,10106.126758572647,True,False,True,0.49666666666666665,50.0,0.62,0.38,4.0,4.88,3.88,4.9
e2e_practical_20260512,0be0bd6fbaac,f2cbadee1b35,graph_hybrid_medcpt_trained,graph_hybrid_medcpt,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_hybrid_medcpt_trained/fadfb0cf8cf3.trec,medical_rag_docs,true,5,20,graph_hybrid_medcpt_trained_da2564769ef9_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.49666666666666665,0.6933333333333334,0.7566666666666667,0.6093161375661378,0.6620506734278826,,,,97.3106874153018,118.47943110624328,,,,,,0.65,0.14666666666666667,6226.136021083221,8902.927083545364,12790.689807385206,True,False,True,0.49666666666666665,50.0,0.66,0.34,3.98,4.8,3.76,4.94
e2e_practical_20260512,e10dfef72521,8c523f27d3dd,rag_fusion_qdrant,rag_fusion_dense,"{""include_original"": ""True"", ""num_queries"": ""3"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_qdrant/c54020c174ec.trec,medical_rag_docs,false,5,20,rag_fusion_qdrant_eee7957793f5_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.36,0.54,0.6066666666666667,0.4685462962962961,0.522539953947803,,,,767.02306244988,1099.338486744091,,,,,,0.7027777777777777,0.13722222222222222,5969.650041428395,6702.186582842842,9817.571872891858,False,False,False,0.36,50.0,0.78,0.22,4.38,4.98,4.2,4.94
e2e_practical_20260512,a2d58a5821f6,73d9ee3f7612,bm25,bm25,{},artifacts/experiments/e2e_practical_20260512/runs/bm25/015c068468bb.trec,medical_rag_docs,true,5,20,bm25_779137bf3e9c_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.25666666666666665,0.47333333333333333,0.6066666666666667,0.3971679894179894,0.47305122007425515,,,,32.85308356862515,50.26964626740664,,,,,,0.7605555555555555,0.07277777777777777,2695.2834165422246,5394.848000491038,7561.545858345927,False,False,False,0.25666666666666665,50.0,0.68,0.32,4.06,4.78,3.94,4.94
e2e_practical_20260512,5d0eee43553d,d889369a9ebf,rag_fusion_qdrant,rag_fusion_dense,"{""include_original"": ""True"", ""num_queries"": ""5"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_qdrant/eaf49e56dfc6.trec,medical_rag_docs,true,5,20,rag_fusion_qdrant_555d1daa83b4_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.2866666666666667,0.49666666666666665,0.57,0.4147460317460317,0.47977593896005594,,,,945.4696665052325,1323.1681460049003,,,,,,0.66,0.18666666666666668,5257.534687058069,8442.330728983507,11611.696034891065,False,False,False,0.2866666666666667,50.0,0.76,0.24,4.16,4.74,4.08,4.96
e2e_practical_20260512,a2d58a5821f6,0c1d25addc3c,bm25,bm25,{},artifacts/experiments/e2e_practical_20260512/runs/bm25/015c068468bb.trec,medical_rag_docs,false,5,20,bm25_779137bf3e9c_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.25666666666666665,0.47333333333333333,0.6066666666666667,0.3971679894179894,0.47305122007425515,,,,32.85308356862515,50.26964626740664,,,,,,0.8127777777777778,0.050555555555555555,2448.0749579379335,2501.251104520634,3601.3400620315224,False,False,False,0.25666666666666665,50.0,0.7,0.3,4.28,4.74,3.96,5.0
e2e_practical_20260512,97e340820614,3d8b070b9d82,hybrid_qdrant,hybrid,"{""alpha"": ""0.4"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_qdrant/f73b18a33070.trec,medical_rag_docs,true,5,20,hybrid_qdrant_cdeefb6d16f8_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.3566666666666667,0.58,0.6733333333333333,0.49037830687830647,0.5600500053583344,,,,259.1844169655815,338.20214139996096,,,,,,0.7233333333333334,0.10333333333333333,6162.083478877321,8825.452333549038,12470.878884778358,False,False,False,0.3566666666666667,50.0,0.68,0.32,4.0,4.86,3.96,4.96
e2e_practical_20260512,9175ed411c38,6eb7ef46b6df,medcpt_zero_shot,medcpt,{},artifacts/experiments/e2e_practical_20260512/runs/medcpt_zero_shot/6a5e7df57c2d.trec,medical_rag_docs,false,5,20,medcpt_zero_shot_12724ffc67c5_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.19,0.3933333333333333,0.5133333333333333,0.32919444444444435,0.412949472336588,,,,67.6293334690854,118.55820213677363,,,,,,0.8094444444444444,0.08722222222222223,5784.934728988446,5848.523041466251,9386.911610432435,False,False,False,0.19,50.0,0.66,0.34,4.0,4.74,3.98,4.94
e2e_practical_20260512,758f9d927997,c0c8d895a429,rag_fusion_bm25,rag_fusion_bm25,"{""include_original"": ""True"", ""num_queries"": ""5"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_bm25/4545a4285c21.trec,medical_rag_docs,true,5,20,rag_fusion_bm25_955998117418_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.25,0.47,0.59,0.38841931216931214,0.46845229180757875,,,,103.87320793233812,178.84820039616898,,,,,,0.7316666666666667,0.08166666666666667,5536.841270979494,8992.44695797097,12949.92669238709,False,False,False,0.25,50.0,0.76,0.24,4.3,4.92,4.16,4.94
e2e_practical_20260512,49d3877dc25f,bb4dabd6019f,rag_fusion_bm25,rag_fusion_bm25,"{""include_original"": ""True"", ""num_queries"": ""3"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_bm25/16017106f610.trec,medical_rag_docs,false,5,20,rag_fusion_bm25_dd4607175604_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.24333333333333335,0.4766666666666667,0.5866666666666667,0.3868293650793651,0.46810534868774323,,,,80.04158292897046,140.4394793789834,,,,,,0.82,0.04,5661.79295850452,5850.107916281559,9305.022589163857,False,False,False,0.24333333333333335,50.0,0.74,0.26,4.3,4.72,3.96,5.0
e2e_practical_20260512,9175ed411c38,174888138cd4,medcpt_zero_shot,medcpt,{},artifacts/experiments/e2e_practical_20260512/runs/medcpt_zero_shot/6a5e7df57c2d.trec,medical_rag_docs,true,5,20,medcpt_zero_shot_12724ffc67c5_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.19,0.3933333333333333,0.5133333333333333,0.32919444444444435,0.412949472336588,,,,67.6293334690854,118.55820213677363,,,,,,0.7133333333333334,0.14666666666666667,5289.672458427958,7496.289500035346,11794.500770349989,False,False,False,0.19,50.0,0.8,0.2,4.32,4.88,4.26,4.96
e2e_practical_20260512,b2d5043a16de,ea0b4b88851d,dense_qdrant,dense,{},artifacts/experiments/e2e_practical_20260512/runs/dense_qdrant/2d1a1e26c365.trec,medical_rag_docs,false,5,20,dense_qdrant_8026f7536bfe_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.4033333333333333,0.5733333333333334,0.6466666666666666,0.507769841269841,0.5552971146585973,,,,227.3745829006657,302.44406674755743,,,,,,0.7005555555555556,0.14944444444444444,5326.390061876737,5504.901500418782,12112.796389812149,False,False,False,0.4033333333333333,50.0,0.66,0.34,3.96,4.76,3.68,4.9
e2e_practical_20260512,0be0bd6fbaac,00787235a865,graph_hybrid_medcpt_trained,graph_hybrid_medcpt,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_hybrid_medcpt_trained/fadfb0cf8cf3.trec,medical_rag_docs,false,5,20,graph_hybrid_medcpt_trained_da2564769ef9_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.49666666666666665,0.6933333333333334,0.7566666666666667,0.6093161375661378,0.6620506734278826,,,,97.3106874153018,118.47943110624328,,,,,,0.7877777777777778,0.03888888888888889,6391.874646069482,6668.064771452919,10230.110838171095,True,False,True,0.49666666666666665,50.0,0.64,0.36,4.02,4.84,3.96,4.9
e2e_practical_20260512,49d3877dc25f,3fa663feac83,rag_fusion_bm25,rag_fusion_bm25,"{""include_original"": ""True"", ""num_queries"": ""3"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_bm25/16017106f610.trec,medical_rag_docs,true,5,20,rag_fusion_bm25_dd4607175604_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.24333333333333335,0.4766666666666667,0.5866666666666667,0.3868293650793651,0.46810534868774323,,,,80.04158292897046,140.4394793789834,,,,,,0.7283333333333334,0.08166666666666667,5387.1764375362545,8730.884062475525,12073.06767703267,False,False,False,0.24333333333333335,50.0,0.76,0.24,4.3,4.94,4.18,4.94
e2e_practical_20260512,18f196ece5bd,e26585e5866c,graph_hybrid_qdrant,graph_hybrid,"{""base_weight"": ""0.7"", ""expand_k"": ""50"", ""graph_weight"": ""0.3"", ""hop_decay"": ""0.65"", ""max_hops"": ""2"", ""seed_k"": ""20""}",artifacts/experiments/e2e_practical_20260512/runs/graph_hybrid_qdrant/71f1e6c42a01.trec,medical_rag_docs,false,5,20,graph_hybrid_qdrant_29dba24853cd_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.36,0.5666666666666667,0.67,0.4905873015873014,0.5586533916687378,,,,262.03447906300426,339.1618311172351,,,,,,0.765,0.06166666666666667,5956.189604359679,6273.923374363221,10143.85443684878,False,False,False,0.36,50.0,0.68,0.32,4.1,4.88,3.94,4.94
e2e_practical_20260512,c1a3082c32a3,7f9a7759bf1f,hybrid_qdrant,hybrid,"{""alpha"": ""0.6"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_qdrant/2726743051a6.trec,medical_rag_docs,true,5,20,hybrid_qdrant_6c41cc2303a0_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.3566666666666667,0.58,0.6733333333333333,0.49037830687830647,0.5600500053583344,,,,263.0907919956371,359.8152041900903,,,,,,0.7288888888888889,0.10444444444444445,5418.163833441213,9097.952917451039,13586.173033749219,False,False,False,0.3566666666666667,50.0,0.66,0.34,3.9,4.78,3.88,4.96
e2e_practical_20260512,e10dfef72521,954ccdf03fd9,rag_fusion_qdrant,rag_fusion_dense,"{""include_original"": ""True"", ""num_queries"": ""3"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/rag_fusion_qdrant/c54020c174ec.trec,medical_rag_docs,true,5,20,rag_fusion_qdrant_eee7957793f5_top5_ret20_reranktrue_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.36,0.54,0.6066666666666667,0.4685462962962961,0.522539953947803,,,,767.02306244988,1099.338486744091,,,,,,0.6416666666666667,0.195,5477.868333575316,8345.92762507964,11278.040971560406,False,False,False,0.36,50.0,0.68,0.32,4.0,4.64,3.8,4.96
e2e_practical_20260512,148dffed050f,feab22aac939,hybrid_medcpt_trained,hybrid_medcpt,"{""alpha"": ""0.6"", ""cand_k"": ""50"", ""rrf_k"": ""60""}",artifacts/experiments/e2e_practical_20260512/runs/hybrid_medcpt_trained/96f08c7f1676.trec,medical_rag_docs,false,5,20,hybrid_medcpt_trained_61d332ff06a8_top5_ret20_rerankfalse_heuristic,heuristic,qwen/qwen3-4b-instruct-2507,mistralai/mistral-small-3.2-24b-instruct-2506,0.49666666666666665,0.7,0.7566666666666667,0.6080343915343918,0.6596533043196391,,,,95.13570845592767,117.78954811161384,,,,,,0.7644444444444445,0.052222222222222225,6356.651582987979,6484.510104521178,10121.552569791676,True,False,True,0.49666666666666665,50.0,0.64,0.36,4.04,4.88,3.92,4.9
